Date,AveragePrice,"Total Volume",4046,4225,4770,"Total Bags","Small Bags","Large Bags","XLarge Bags"
2016-09-11,1.1200000000000002,6059764.51,2297601.9,1976499.46,114241.36000000001,1671421.7900000001,1576949.5400000001,66072.42,28399.830000000002
2016-09-04,1.0800000000000001,6681646.14,2501655.4,2179345.2700000001,107653.45,1892992.0200000001,1819641.8100000001,47476.910000000004,25873.3
2016-08-28,0.99,6696300.05,2683109.8,1878139.5500000001,133979.15,2001071.5500000001,1924479.5300000001,46601.830000000002,29990.19
2016-08-21,1.0500000000000001,6308000.34,2646367.78,1712067.2,171379.36,1778186,1679257.49,61139.96,37788.550000000003
2016-08-14,1.0700000000000001,6538335.89,2200099.61,2538994.07,218247.48000000002,1580994.73,1476927.5,73032.78,31034.450000000001
2016-08-07,1.17,6144827.51,2152079.32,2039791.18,211671.11,1741285.9,1616257.39,89290.29,35738.220000000002
2016-07-31,1.22,5947160.2900000001,1922055.3500000001,2069409.7800000001,244730.21,1710964.95,1581210.71,95425.63000000001,34328.610000000001
2016-07-24,1.2,6104047.38,2019596.6000000001,2147541.3300000001,302735.37,1634174.0800000001,1526433.5800000001,82025.57000000001,25714.930000000001
2016-07-17,1.14,6200613.68,2196723.3300000001,2037093.6100000002,278664.44000000001,1688132.3000000001,1563978.5500000001,97434.91000000001,26718.840000000001
2016-07-10,1.0800000000000001,6721690.88,2399360.67,2117397.07,292540.95000000002,1912392.19,1771309.8200000001,107540.46000000001,33541.910000000004
2016-07-03,1.1000000000000001,7087455.1600000002,2409025.69,2439611.73,356022.1,1882795.64,1722082.22,119871.18,40842.24
2016-06-26,1.0300000000000001,6407277.4900000003,2333532.13,1967324.63,328206.37,1778214.3600000002,1641400.92,107903.9,28909.540000000001
2016-06-19,1.0600000000000001,6528056.18,2409003,2045112.18,319711.53000000003,1754229.47,1622056.72,101882.82000000001,30289.930000000001
2016-06-12,1.0100000000000001,6506234.8600000004,2597934.17,1869930.0600000001,328653.8,1709716.8300000001,1571460.0400000001,110755.4,27501.39
2016-06-05,0.94,7365675.31,2921963.17,2131717.34,373358.37,1938636.43,1739147.5800000001,171241.77,28247.080000000002
2016-05-29,0.98,6700986.4400000005,2522305.3300000001,2097509.4500000002,341992.36,1739179.3000000001,1546212.0800000001,160781.09,32186.130000000002
2016-05-22,0.90000000000000003,6501981.0800000001,2238875.1400000002,2178820.82,329737.94000000001,1754547.18,1594507.0100000001,129666.02000000001,30374.150000000002
2016-05-15,0.97,6068872.71,2247484.21,1968268.95,353196.44000000001,1499923.1100000002,1325206.1000000001,155366.22000000001,19350.790000000001
2016-05-08,0.79000000000000004,7808461.7400000003,2716222.01,2615648.28,336387.90000000003,2140203.55,1606311.8700000002,508755.56,25136.12
2016-05-01,0.75,7661483.3700000002,2817406.2000000002,2628579.48,291448.73,1924048.96,1421239.8700000002,485685.06,17124.03
2016-04-24,0.84,6933382.4000000004,2507347.38,2355998.94,325242.94000000001,1744793.14,1467255.2600000001,257014.51000000001,20523.37
2016-04-17,0.9300000000000001,6397813.4800000005,2370403.05,1875909.98,382295.13000000001,1769205.3200000001,1659337.91,88790.80000000001,21076.610000000001
2016-04-10,0.94,6509000.56,2248561.59,1958358.8300000001,358015.82000000001,1944064.3200000001,1740557.0500000001,183825.53,19681.740000000002
2016-04-03,0.9300000000000001,6060843.76,1805555.95,2247248.19,334735.17,1673304.45,1454479.46,201547.46,17277.53
2016-03-27,0.9300000000000001,6603707.93,1935666.1200000002,2149391.86,311356.91,2207293.0400000001,1926353.7600000001,259874.87,21064.41
2016-03-20,0.91000000000000004,6476206.5400000001,1893617.8000000001,2191468.26,299002.93,2092117.5500000001,1883192.2600000001,189928.31,18996.98
2016-03-13,0.96,6017563.88,1750943.5200000001,1855262.7,317337.27000000002,2094020.39,1888085.99,186807.69000000001,19126.71
2016-03-06,0.92000000000000004,6429870.2300000005,1893787.2,1975668.0200000001,325582.20000000002,2234832.8100000001,1981931.0400000001,230048.66000000001,22853.110000000001
2016-02-28,0.89000000000000002,6588277.7000000002,1873878.1100000002,2020327.8700000002,302210.56,2391861.1600000002,2091747.5100000001,282242.79,17870.860000000001
2016-02-21,0.89000000000000002,6374019.0300000003,1776499,2073957.1200000002,267508.94000000001,2256053.9700000003,2073467.0500000001,167309.24,15277.680000000001
2016-02-14,0.82,6807283.1500000004,1998149.71,1974912.1100000002,278558.48,2555662.8500000001,2207054.69,333029.79,15578.370000000001
2016-02-07,0.7,10361698.17,2930343.28,3950852.38,424389.6,3056112.9100000002,2693843.0200000001,344774.59000000003,17495.3
2016-01-31,0.88000000000000001,6506673.96,2126066.8500000001,2069192.92,287234.03000000003,2024180.16,1874982.24,134692.75,14505.170000000001
2016-01-24,0.88000000000000001,6246380.7300000005,1230068.19,2457751.7700000001,272665.17,2285895.6000000001,2122673.09,147881.99,15340.520000000001
2016-01-17,0.90000000000000003,6000013.2300000005,1653347.69,2336705.19,250106.17000000002,1759854.18,1579233.6000000001,162289.68,18330.900000000002
2016-01-10,0.87,6303406.8200000003,1736168.0100000001,2173554.1800000002,261931.07000000001,2131753.5600000001,1793640.16,321613.97,16499.430000000001
2016-01-03,0.73,7730431.2800000003,2315175.3500000001,2856102.4100000002,257268.16000000001,2301885.36,1950428.5,340852.13000000001,10604.73
