Date,AveragePrice,"Total Volume",4046,4225,4770,"Total Bags","Small Bags","Large Bags","XLarge Bags"
2017-09-03,1.65,4648718.22,1856634.4,1720930.65,168178.12,902975.0500000001,839519.87,21358.39,42096.790000000001
2017-08-27,1.7800000000000001,4360013.67,1889886.8700000002,1420373.3400000001,157338.07000000001,892415.39000000002,830646.3100000001,19482.220000000002,42286.860000000001
2017-08-20,1.64,4524974.68,1995269.1200000002,1293180.21,165218.13000000001,1071307.22,986592.65000000003,33841.830000000002,50872.74
2017-08-13,1.2600000000000001,5862368.39,2346710.9900000003,2079376.2800000001,190313.03,1245968.0900000001,1160556.19,32819.180000000001,52592.720000000002
2017-08-06,1.3600000000000001,5655955.05,2313742.61,1892140.3500000001,159763.39000000002,1290308.7,1201486.97,30452.62,58369.110000000001
2017-07-30,1.38,5571000.96,2179199.6800000002,2206571.0200000001,152942.18,1032288.08,948516.41000000004,28336.990000000002,55434.680000000001
2017-07-23,1.46,5188483.1,2201004.96,1738865.16,151424.79000000001,1097188.19,1018813.2900000001,20424.080000000002,57950.82
2017-07-16,1.49,5405190.35,2319570.09,1821613.0100000001,178446.19000000001,1085561.0600000001,1007608.0400000001,22434.17,55518.85
2017-07-09,1.2800000000000001,6499668.4800000005,2634902.26,1818682.8700000002,207945.39000000002,1838137.96,1767976.8300000001,5214.8800000000002,64946.25
2017-07-02,1.2800000000000001,6607292.6100000004,2527123.67,1942683.0200000001,224121.48000000002,1913364.44,1844798.2,4337.49,64228.75
2017-06-25,1.15,6999255.8700000002,2706875.38,1977949.64,191069.11,2123361.7400000003,2061235.1000000001,5202.82,56923.82
2017-06-18,1.2,6599048.85,2691571.96,1650089.15,191313.38000000001,2066074.3600000002,1989158.8300000001,5912.7200000000003,71002.81
2017-06-11,1.22,6177216.2400000003,2302944.6200000002,1517908.0400000001,188258.15,2168105.4300000002,2095827.24,5598.9700000000003,66679.220000000002
2017-06-04,1.2,6507093.5700000003,2378539.46,1580024.38,141320.44000000001,2407209.2900000001,2348867.5400000001,4428.25,53913.5
2017-05-28,1.3200000000000001,6160751.92,2307940.0400000001,1793496.44,153502.24,1905813.2,1829396.1100000002,3223.85,73193.24000000001
2017-05-21,1.3500000000000001,5599003.0300000003,2077113.5700000001,1627754.2600000001,137755.31,1756379.89,1685046.63,3942.6100000000002,67390.65
2017-05-14,1.17,6370622.3,2375685.3500000001,1570244.89,134825.51000000001,2289866.55,2216400.1600000002,4798.87,68667.52000000001
2017-05-07,1.0800000000000001,7872203.2300000005,2851510.2400000003,2470795.4700000003,150595.46,2399302.0600000001,2314634.2700000001,3601.5300000000003,81066.26
2017-04-30,1.25,5889669.2000000002,2197824.46,1689225.6100000002,157508.63000000001,1845110.5,1770413.98,2532.7,72163.82000000001
2017-04-23,1.2600000000000001,5637299.7800000003,2027854.71,1521895.0300000001,162006.91000000001,1925543.13,1849562.5300000001,6322.7700000000005,69657.830000000002
2017-04-16,1.3400000000000001,5442086.4400000005,2047142.24,1572972.43,163002.25,1658969.5200000001,1585488.4,1756.03,71725.09
2017-04-09,1.13,6249182.9800000005,1926187.7900000001,2128867.4700000003,161909.09,2032218.63,1957058.5500000001,13132.9,62027.180000000001
2017-04-02,1.22,5719811.06,1856672.5600000001,1580307.3000000001,150682.37,2132148.8300000001,2059479.45,16199.120000000001,56470.260000000003
2017-03-26,1.3300000000000001,5073070.9100000002,1693588.7600000001,1542979.3300000001,138133.01000000001,1698369.8100000001,1629800.46,1991.84,66577.51
2017-03-19,1.3100000000000001,5328958.01,1857645.0400000001,1555271.43,143586.99,1772454.5500000001,1709046.2900000001,5147.16,58261.1
2017-03-12,1.3100000000000001,5208101.8600000004,1871004.41,1577127.23,156629.51000000001,1603340.71,1528139.92,7223.5900000000002,67977.2
2017-03-05,1.15,5634150.0700000003,1961188.2700000001,1720072.5700000001,161251.98000000002,1791637.25,1727384.5200000001,9179.360000000001,55073.370000000003
2017-02-26,0.95,6342089.92,2193499.5,2038284.7700000001,155642.35000000001,1954663.3000000001,1870562.6200000002,42309.14,41791.540000000001
2017-02-19,0.95,6194368.6600000002,1999799.14,2098407.09,177817.01000000001,1918345.42,1728825.22,145454.71,44065.49
2017-02-12,0.79000000000000004,6862176.64,2429385.13,1870884.97,158534.53,2403372.01,2247565.1400000002,101368.24000000001,54438.63
2017-02-05,0.67000000000000004,11213596.29,3986429.59,3550403.07,214137.93,3462625.7000000002,3403581.4900000003,7838.83,51205.38
2017-01-29,0.76000000000000001,8055482.0700000003,3009291.3100000001,2295856.21,148335.97000000001,2601998.5800000001,2504421.6800000002,48343.02,49233.88
2017-01-22,0.76000000000000001,8153340.4800000005,3089603.6200000002,2659661.4100000002,106559.24000000001,2297516.21,2207074.9300000002,61563.24,28878.040000000001
2017-01-15,0.9300000000000001,6656554.3600000004,2075029.6200000002,2450277.1200000002,95137.62,2036110,1910596.0300000001,99912.91000000001,25601.060000000002
2017-01-08,1,6653048.21,1988635.39,2569566.25,109029.01,1985817.5600000001,1807926.97,144375.5,33515.09
2017-01-01,0.89000000000000002,7175276.6600000002,2266313.3700000002,2877688.3100000001,90899.53,1940375.45,1762033.74,151333.95000000002,27007.76
